transaction_id,city,transaction_date,card_type,exp_type,gender,amount
13993,Bengaluru,16-10-2014,Gold,Food,F,269761.00
13994,Ahmedabad,10-04-2014,Silver,Grocery,F,209922.00
13995,Bengaluru,14-06-2014,Platinum,Entertainment,F,119153.00
13996,Greater Mumbai,28-12-2014,Silver,Food,M,180317.00
13997,Markapur,22-04-2014,Gold,Food,M,187847.00
13998,Mavoor,20-10-2013,Platinum,Food,F,135496.00
13999,Sillod,12-12-2014,Platinum,Food,M,78130.00
14000,Nainital,09-02-2014,Gold,Grocery,M,181531.00
14001,Laharpur,30-01-2014,Silver,Food,M,104675.00
14002,Shenkottai,25-11-2014,Silver,Fuel,M,119201.00
14003,Neyveli (TS),11-12-2014,Gold,Fuel,M,88964.00
14004,Kapadvanj,10-05-2014,Silver,Food,M,48533.00
14005,Arambagh,08-04-2015,Signature,Fuel,M,126381.00
14006,Thana Bhawan,09-02-2014,Platinum,Entertainment,F,56753.00
14007,Kancheepuram,04-04-2015,Gold,Entertainment,M,198593.00
14008,Sojat,25-04-2015,Signature,Food,M,289353.00
14009,Karjat,02-11-2013,Signature,Fuel,M,269258.00
14010,Mohali,22-11-2013,Signature,Entertainment,M,290438.00
14011,Sillod,24-09-2014,Platinum,Grocery,F,52379.00
14012,Narayanpet,31-10-2013,Silver,Bills,M,126371.00
14013,Bhavnagar,10-12-2013,Silver,Entertainment,F,121902.00
14014,Viluppuram,29-04-2015,Signature,Grocery,F,242634.00
14015,Jamalpur,25-03-2015,Signature,Grocery,F,25037.00
14016,Udaipurwati,14-01-2014,Silver,Entertainment,M,31931.00
14017,Palanpur,24-01-2015,Platinum,Food,F,228093.00
14018,Muzaffarpur,12-10-2013,Silver,Grocery,M,285635.00
14019,Taranagar,25-11-2013,Signature,Bills,M,148311.00
14020,Ambikapur,08-04-2015,Platinum,Fuel,M,19010.00
14021,Mundi,14-11-2013,Silver,Entertainment,F,132784.00
14022,Padrauna,14-11-2013,Gold,Grocery,F,222503.00
14023,Vijayapura,03-05-2015,Silver,Fuel,F,273570.00
14024,Vrindavan,27-04-2014,Gold,Grocery,F,61233.00
14025,Byasanagar,20-12-2013,Signature,Fuel,M,23691.00
14026,Mudhol,13-03-2015,Silver,Bills,M,185835.00
14027,Sohna,17-10-2013,Silver,Entertainment,F,28616.00
14028,Pune,19-03-2014,Signature,Entertainment,F,260760.00
14029,Lakheri,04-05-2014,Signature,Bills,F,163010.00
14030,Jehanabad,26-12-2013,Platinum,Food,F,68604.00
14031,Shegaon,12-09-2014,Gold,Entertainment,F,238339.00
14032,Shikarpur Bulandshahr,01-03-2015,Signature,Bills,M,125798.00
14033,Dalli-Rajhara,01-11-2014,Silver,Bills,M,287869.00
14034,Mapusa,16-10-2014,Gold,Food,F,98221.00
14035,Uthamapalayam,13-10-2014,Signature,Food,M,179045.00
14036,Nasirabad,12-02-2014,Gold,Entertainment,F,11814.00
14037,Kapurthala,15-12-2013,Signature,Fuel,M,121031.00
14038,Anand,01-05-2014,Silver,Grocery,F,63158.00
14039,Arwal,20-11-2013,Platinum,Grocery,F,166609.00
14040,Nanded-Waghala,19-02-2014,Platinum,Entertainment,M,116549.00
14041,Nilambur,11-03-2014,Signature,Food,F,254407.00
14042,Anjar,07-11-2014,Platinum,Food,F,94366.00
14043,Hubli-Dharwad,07-08-2014,Platinum,Entertainment,F,284450.00
14044,Jind,11-06-2014,Gold,Grocery,M,204922.00
14045,Koratla,02-04-2014,Silver,Fuel,F,229270.00
14046,Chalakudy,26-06-2014,Silver,Entertainment,M,227457.00
14047,Lahar,26-04-2015,Silver,Bills,F,210828.00
14048,Ramanathapuram,03-01-2014,Gold,Grocery,F,183583.00
14049,Brahmapur,16-11-2014,Gold,Fuel,F,3184.00
14050,Rahuri,27-02-2015,Platinum,Entertainment,M,1388.00
14051,Hindupur,18-02-2014,Platinum,Entertainment,F,158978.00
14052,Ponnani,26-12-2013,Platinum,Bills,F,223130.00
14053,Rajpipla,26-09-2014,Gold,Bills,F,189449.00
14054,Pattukkottai,15-01-2015,Platinum,Entertainment,M,34267.00
14055,Tenali,09-09-2014,Signature,Bills,M,224099.00
14056,Aizawl,11-02-2015,Gold,Grocery,M,178869.00
14057,Raayachuru,06-01-2015,Gold,Bills,M,147530.00
14058,Tura,15-11-2014,Signature,Bills,F,8576.00
14059,Srivilliputhur,12-12-2013,Signature,Entertainment,M,226430.00
14060,Siana,21-08-2014,Signature,Entertainment,M,20953.00
14061,Nepanagar,30-08-2014,Signature,Grocery,M,273771.00
14062,Nagaon,10-01-2014,Gold,Grocery,F,49757.00
14063,Oddanchatram,12-12-2013,Signature,Entertainment,F,20279.00
14064,Zira,25-04-2014,Signature,Entertainment,M,218424.00
14065,Dhuri,19-01-2015,Gold,Bills,F,79795.00
14066,Kalyan-Dombivali,05-01-2015,Silver,Food,M,58969.00
14067,Udaipurwati,20-02-2015,Gold,Food,F,141946.00
14068,Mahuva,09-09-2014,Gold,Bills,M,222622.00
14069,Punch,01-02-2014,Signature,Fuel,F,191779.00
14070,Rajampet,30-09-2014,Platinum,Fuel,F,78870.00
14071,Mandvi,04-05-2015,Gold,Grocery,F,200451.00
14072,Nahan,29-01-2014,Signature,Bills,M,212438.00
14073,Shahdol,21-03-2015,Signature,Bills,M,261005.00
14074,Kochi,12-01-2015,Platinum,Bills,M,256396.00
14075,Neemuch,02-02-2015,Gold,Food,M,135465.00
14076,Shahabad,11-12-2014,Silver,Bills,M,123745.00
14077,Mancherial,02-05-2015,Signature,Grocery,M,213094.00
14078,Sirhind Fatehgarh Sahib,20-08-2014,Platinum,Entertainment,M,275044.00
14079,Surat,03-03-2014,Signature,Bills,M,271334.00
14080,Zaidpur,21-01-2015,Silver,Food,F,7134.00
14081,Malout,18-04-2014,Gold,Entertainment,F,131686.00
14082,Padrauna,27-12-2014,Platinum,Fuel,F,95539.00
14083,Pipar City,06-11-2013,Silver,Bills,M,194592.00
14084,Khambhat,12-05-2015,Platinum,Grocery,F,6355.00
14085,Rabkavi Banhatti,11-02-2015,Signature,Food,F,264477.00
14086,Balaghat,09-07-2014,Platinum,Entertainment,M,116077.00
14087,Raghunathganj,01-02-2015,Silver,Bills,M,82134.00
14088,Ramdurg,25-01-2015,Platinum,Bills,F,10813.00
14089,Imphal,30-10-2013,Signature,Entertainment,M,225496.00
14090,Raigarh,12-10-2013,Silver,Grocery,M,278954.00
14091,Rajapalayam,23-06-2014,Signature,Entertainment,M,22821.00
14092,Mattannur,01-02-2014,Gold,Food,F,130200.00
14093,Narwana,15-11-2013,Gold,Fuel,M,53858.00
14094,Imphal,16-10-2014,Gold,Food,M,39936.00
14095,Akot,23-04-2014,Silver,Food,M,152677.00
14096,Karjat,31-10-2013,Silver,Entertainment,F,210457.00
14097,Udaipur,12-12-2013,Signature,Bills,M,271474.00
14098,Murwara (Katni),18-05-2015,Gold,Food,F,152062.00
14099,Cuttack,01-08-2014,Signature,Bills,M,271983.00
14100,Warora,14-11-2013,Signature,Entertainment,M,237933.00
14101,Tiruchendur,02-03-2014,Platinum,Fuel,M,105336.00
14102,Kasaragod,02-07-2014,Silver,Food,F,262101.00
14103,Vyara,16-03-2015,Platinum,Food,F,65359.00
14104,Periyasemur,08-01-2015,Signature,Food,M,281340.00
14105,Nandivaram-Guduvancheri,17-09-2014,Gold,Fuel,M,284610.00
14106,Madhubani,07-10-2014,Silver,Bills,M,282859.00
14107,Yellandu,26-01-2015,Platinum,Entertainment,M,60054.00
14108,Umbergaon,02-07-2014,Platinum,Bills,M,104217.00
14109,Nimbahera,25-11-2013,Platinum,Entertainment,M,256021.00
14110,Seoni,07-02-2014,Silver,Grocery,F,11675.00
14111,Ambejogai,15-11-2014,Gold,Entertainment,F,156433.00
14112,Mokokchung,01-11-2013,Platinum,Bills,M,162730.00
14113,Shahade,24-04-2015,Silver,Entertainment,M,104627.00
14114,Pithoragarh,31-03-2015,Silver,Entertainment,F,110546.00
14115,Punch,08-06-2014,Silver,Grocery,M,50764.00
14116,Maner,11-10-2013,Signature,Entertainment,F,91099.00
14117,Firozabad,27-09-2014,Gold,Grocery,F,156314.00
14118,Kollam,01-12-2014,Silver,Entertainment,M,220044.00
14119,Jalandhar,07-01-2014,Signature,Entertainment,F,263202.00
14120,Barpeta,13-08-2014,Gold,Food,M,133742.00
14121,Raurkela,20-01-2015,Silver,Food,M,100861.00
14122,Limbdi,21-05-2015,Silver,Entertainment,M,135822.00
14123,Mokameh,19-07-2014,Platinum,Food,F,127098.00
14124,Taki,23-11-2013,Platinum,Bills,M,57263.00
14125,Kaithal,12-01-2015,Gold,Grocery,M,138879.00
14126,Medinipur,01-02-2015,Signature,Bills,M,288088.00
14127,Lahar,24-10-2013,Signature,Food,F,125489.00
14128,Erode,23-02-2015,Silver,Food,M,206207.00
14129,Mahemdabad,09-04-2015,Silver,Food,F,256684.00
14130,Sawai Madhopur,17-03-2015,Gold,Food,F,167280.00
14131,Malpura,30-03-2014,Silver,Entertainment,M,278860.00
14132,Samastipur,16-10-2014,Platinum,Bills,M,26295.00
14133,Jagdalpur,13-10-2013,Gold,Grocery,M,216770.00
14134,Achalpur,24-07-2014,Signature,Grocery,M,192579.00
14135,Ahmednagar,15-12-2013,Silver,Grocery,M,53901.00
14136,Malpura,28-06-2014,Signature,Fuel,F,64547.00
14137,Raayachuru,05-01-2015,Signature,Food,F,164999.00
14138,Shikohabad,17-04-2015,Gold,Bills,M,277876.00
14139,Mungeli,14-08-2014,Platinum,Fuel,M,102849.00
14140,Udhampur,28-04-2014,Silver,Entertainment,F,181339.00
14141,Byasanagar,07-05-2014,Silver,Entertainment,F,168838.00
14142,Thiruvananthapuram,20-11-2014,Silver,Entertainment,F,227784.00
14143,Padra,25-02-2015,Signature,Grocery,M,71337.00
14144,Losal,15-05-2015,Signature,Food,M,287960.00
14145,Nasirabad,27-10-2014,Silver,Food,M,111635.00
14146,Nagaon,25-02-2014,Signature,Food,M,203420.00
14147,Singrauli,13-08-2014,Platinum,Grocery,F,87517.00
14148,Naugawan Sadat,14-04-2014,Platinum,Fuel,M,146378.00
14149,Shenkottai,02-01-2015,Gold,Entertainment,F,104701.00
14150,Dimapur,20-06-2014,Signature,Bills,F,1802.00
14151,Sindhagi,02-05-2015,Signature,Bills,M,244749.00
14152,Seoni,02-11-2014,Silver,Food,F,122944.00
14153,Palakkad,03-11-2013,Silver,Grocery,F,167304.00
14154,Peddapuram,15-08-2014,Silver,Grocery,F,45476.00
14155,Rewa,25-11-2014,Platinum,Grocery,M,139310.00
14156,Barnala,22-06-2014,Signature,Bills,F,90718.00
14157,Barpeta,21-07-2014,Gold,Bills,M,64188.00
14158,Sironj,11-11-2013,Platinum,Entertainment,M,297574.00
14159,Fatehabad,18-04-2014,Silver,Entertainment,M,257574.00
14160,Pachora,01-11-2013,Signature,Fuel,M,110996.00
14161,Vikramasingapuram,24-10-2013,Platinum,Food,M,93207.00
14162,Mangaluru,13-02-2014,Platinum,Food,F,178429.00
14163,Palwal,13-09-2014,Platinum,Entertainment,M,55110.00
14164,Nabarangapur,14-01-2014,Signature,Food,M,68016.00
14165,Ballari,14-06-2014,Silver,Bills,F,125105.00
14166,Vedaranyam,05-05-2014,Gold,Grocery,M,150725.00
14167,Periyasemur,26-10-2014,Silver,Grocery,F,254488.00
14168,Sagar,20-09-2014,Gold,Fuel,M,222793.00
14169,Taranagar,22-09-2014,Gold,Grocery,M,156251.00
14170,Arambagh,08-02-2015,Platinum,Food,M,224548.00
14171,Sherkot,01-03-2014,Gold,Entertainment,F,90756.00
14172,Navi Mumbai,26-03-2015,Signature,Fuel,M,183390.00
14173,Manjlegaon,14-12-2013,Signature,Bills,M,18779.00
14174,Thakurdwara,23-05-2015,Silver,Bills,F,256786.00
14175,Jagraon,31-01-2015,Gold,Food,M,209805.00
14176,Shikaripur,22-04-2014,Platinum,Food,M,140866.00
14177,Bodhan,06-05-2015,Signature,Bills,M,5857.00
14178,Nasirabad,02-08-2014,Gold,Bills,M,92113.00
14179,Jind,24-11-2013,Platinum,Food,F,228051.00
14180,Nanded-Waghala,22-02-2014,Silver,Fuel,F,11041.00
14181,Bhadrak,04-10-2014,Silver,Fuel,F,248095.00
14182,Nathdwara,04-08-2014,Gold,Entertainment,M,201652.00
14183,Ongole,12-06-2014,Signature,Food,M,173724.00
14184,Panna,01-03-2014,Platinum,Entertainment,F,28292.00
14185,Losal,20-04-2014,Gold,Entertainment,M,48108.00
14186,Sardarshahar,02-12-2013,Silver,Food,M,139964.00
14187,Kendujhar,21-06-2014,Silver,Bills,M,116123.00
14188,Nehtaur,01-02-2014,Signature,Bills,F,263482.00
14189,Pratapgarh,09-10-2013,Gold,Entertainment,F,83858.00
14190,Jagraon,15-09-2014,Silver,Bills,F,127177.00
14191,Nasirabad,04-05-2014,Platinum,Food,M,239726.00
14192,Tohana,01-12-2013,Signature,Fuel,M,284463.00
14193,Jangaon,16-12-2014,Gold,Fuel,F,209594.00
14194,Sitapur,31-12-2014,Platinum,Food,F,189031.00
14195,Diphu,22-02-2014,Silver,Entertainment,F,177363.00
14196,Pavagada,18-12-2013,Signature,Food,M,121351.00
14197,Umred,26-02-2014,Signature,Fuel,M,295112.00
14198,Kadi,08-02-2014,Platinum,Food,M,166231.00
14199,Lakheri,25-09-2014,Platinum,Food,F,135533.00
14200,Hindupur,12-12-2014,Signature,Fuel,M,200464.00
14201,Mandapeta,12-05-2015,Gold,Bills,M,244877.00
14202,Sunabeda,04-01-2015,Gold,Bills,M,244258.00
14203,Sira,22-08-2014,Silver,Bills,F,281227.00
14204,Arambagh,05-05-2015,Silver,Fuel,F,200397.00
14205,Shenkottai,28-12-2013,Signature,Fuel,F,176732.00
14206,Chirmiri,21-05-2014,Silver,Fuel,F,185029.00
14207,Palacole,15-01-2014,Platinum,Food,F,198337.00
14208,Siddipet,25-04-2015,Signature,Grocery,M,90531.00
14209,Aligarh,06-01-2015,Silver,Entertainment,F,141504.00
14210,Bellampalle,24-07-2014,Signature,Entertainment,F,297800.00
14211,Udhagamandalam,25-03-2015,Signature,Grocery,M,18995.00
14212,Padra,05-09-2014,Signature,Bills,F,86422.00
14213,Palacole,18-04-2015,Platinum,Grocery,F,137611.00
14214,Petlad,01-11-2013,Signature,Grocery,M,118556.00
14215,Indore,08-11-2014,Gold,Bills,F,60028.00
14216,Kozhikode,23-10-2013,Platinum,Fuel,M,220052.00
14217,Baripada Town,26-10-2014,Silver,Grocery,M,3207.00
14218,Pilkhuwa,13-10-2013,Gold,Grocery,F,242968.00
14219,Hapur,01-12-2013,Gold,Food,F,114361.00
14220,Mavoor,02-09-2014,Signature,Food,F,85938.00
14221,Nawabganj,13-02-2014,Platinum,Fuel,F,12342.00
14222,Sadabad,30-03-2014,Silver,Food,M,246074.00
14223,Arrah,12-05-2014,Silver,Entertainment,M,62392.00
14224,Faridabad,10-11-2014,Silver,Grocery,M,17547.00
14225,Jammalamadugu,14-06-2014,Gold,Bills,M,15300.00
14226,Pulgaon,02-05-2014,Gold,Grocery,F,191629.00
14227,Malavalli,07-08-2014,Platinum,Grocery,F,155977.00
14228,Bhadrak,14-04-2014,Silver,Bills,F,112546.00
14229,Naidupet,18-11-2013,Platinum,Entertainment,F,260224.00
14230,Pathri,10-09-2014,Signature,Grocery,M,37992.00
14231,Jalandhar Cantt.,07-12-2013,Signature,Entertainment,M,69700.00
14232,Narayanpet,23-07-2014,Signature,Entertainment,F,135046.00
14233,Dalli-Rajhara,08-02-2015,Silver,Grocery,F,224973.00
14234,Kharar,22-02-2015,Gold,Bills,F,259942.00
14235,Jamnagar,14-03-2015,Silver,Food,M,176165.00
14236,Mapusa,01-03-2015,Signature,Fuel,M,184234.00
14237,Yavatmal,31-05-2014,Gold,Entertainment,M,127894.00
14238,Itarsi,29-07-2014,Signature,Food,F,223757.00
14239,Sirohi,16-05-2014,Signature,Fuel,M,99637.00
14240,Ponnur,07-12-2014,Platinum,Fuel,M,70479.00
14241,Upleta,29-04-2014,Gold,Entertainment,M,222874.00
14242,Afzalpur,07-11-2014,Signature,Food,M,3542.00
14243,Narayanpet,22-12-2013,Signature,Entertainment,F,128118.00
14244,Amroha,23-04-2015,Platinum,Fuel,M,282791.00
14245,Bathinda,25-11-2014,Platinum,Entertainment,F,230401.00
14246,Arwal,14-05-2015,Silver,Grocery,F,29786.00
14247,Gwalior,03-05-2014,Signature,Bills,F,217344.00
14248,Chirmiri,13-07-2014,Platinum,Entertainment,F,159835.00
14249,Tilhar,19-12-2013,Gold,Fuel,M,292243.00
14250,Tohana,09-04-2015,Silver,Food,M,224387.00
14251,Bharatpur,27-03-2014,Platinum,Grocery,F,19746.00
14252,Hajipur,05-07-2014,Platinum,Entertainment,F,173776.00
14253,Korba,02-05-2015,Silver,Fuel,M,59031.00
14254,Vijayawada,16-08-2014,Platinum,Bills,F,168828.00
14255,Madhupur,22-10-2014,Silver,Entertainment,F,162182.00
14256,Pilani,25-02-2015,Silver,Fuel,F,87864.00
14257,Thrissur,25-01-2015,Signature,Food,M,133614.00
14258,Visakhapatnam,25-11-2013,Platinum,Entertainment,M,27225.00
14259,Taliparamba,27-11-2013,Silver,Bills,F,86100.00
14260,Mehkar,11-01-2014,Gold,Entertainment,F,110563.00
14261,Repalle,26-01-2014,Signature,Entertainment,F,269575.00
14262,Shahdol,05-03-2015,Gold,Bills,F,22844.00
14263,Nandyal,01-05-2014,Platinum,Bills,M,206277.00
14264,Sadasivpet,17-04-2015,Signature,Grocery,M,115913.00
14265,Pilani,06-09-2014,Gold,Fuel,F,165303.00
14266,Belagavi,21-12-2013,Signature,Bills,M,164586.00
14267,Ramngarh,24-05-2014,Platinum,Grocery,F,176829.00
14268,Nanjikottai,19-05-2015,Silver,Food,M,88442.00
14269,Jagraon,28-11-2014,Signature,Entertainment,M,251954.00
14270,Porbandar,30-01-2015,Signature,Fuel,M,276800.00
14271,Mahasamund,27-10-2013,Platinum,Fuel,F,168855.00
14272,Nepanagar,07-02-2015,Silver,Fuel,F,29967.00
14273,Taranagar,03-08-2014,Signature,Grocery,M,268944.00
14274,Khair,06-04-2015,Silver,Bills,F,245550.00
14275,Rudrapur,31-05-2014,Gold,Food,F,136676.00
14276,Roorkee,08-11-2013,Signature,Entertainment,F,255753.00
14277,Greater Mumbai,28-09-2014,Gold,Entertainment,F,159417.00
14278,Makhdumpur,07-12-2013,Silver,Grocery,M,53160.00
14279,Vedaranyam,13-06-2014,Silver,Entertainment,M,216710.00
14280,Venkatagiri,04-04-2015,Signature,Bills,M,35099.00
14281,Chikkamagaluru,13-11-2014,Signature,Bills,F,27923.00
14282,Jodhpur,05-11-2014,Silver,Food,M,155886.00
14283,Thrissur,21-10-2014,Silver,Grocery,F,105912.00
14284,Nahan,11-10-2013,Gold,Food,M,248730.00
14285,Rishikesh,31-01-2014,Silver,Bills,M,196511.00
14286,Kottayam,07-06-2014,Silver,Grocery,F,15525.00
14287,Nagina,01-01-2014,Gold,Grocery,M,158528.00
14288,Dehri-on-Sone,01-12-2014,Platinum,Entertainment,F,15702.00
14289,Vyara,28-01-2014,Gold,Entertainment,F,94557.00
14290,Morshi,24-04-2015,Platinum,Bills,M,185314.00
14291,Vadakkuvalliyur,05-02-2015,Gold,Bills,F,177747.00
14292,Baleshwar Town,07-09-2014,Signature,Bills,M,66487.00
14293,Sahibganj,05-07-2014,Platinum,Grocery,M,195448.00
14294,Sasaram,04-07-2014,Signature,Entertainment,M,295948.00
14295,Venkatagiri,15-11-2014,Signature,Food,F,91347.00
14296,Sidlaghatta,17-05-2015,Signature,Bills,M,70662.00
14297,Sirohi,14-01-2014,Gold,Food,F,19222.00
14298,Diphu,18-10-2014,Platinum,Entertainment,F,82076.00
14299,Dehri-on-Sone,25-11-2014,Gold,Entertainment,M,238575.00
14300,Tenkasi,12-03-2014,Platinum,Food,F,19993.00
14301,Sonipat,17-10-2014,Platinum,Bills,M,140532.00
14302,Talikota,28-02-2014,Gold,Grocery,F,219887.00
14303,Samana,06-04-2014,Signature,Bills,F,191659.00
14304,Anantnag,16-03-2014,Platinum,Food,F,155514.00
14305,Silchar,28-04-2015,Silver,Food,F,275962.00
14306,Gurgaon,02-07-2014,Gold,Fuel,M,184183.00
14307,Korba,24-03-2014,Signature,Fuel,M,149430.00
14308,Palghar,22-04-2014,Gold,Food,F,115956.00
14309,Kendrapara,31-10-2014,Gold,Bills,F,144012.00
14310,Sagar,20-10-2013,Signature,Grocery,M,25132.00
14311,Mahesana,13-02-2015,Gold,Entertainment,F,120887.00
14312,Shajapur,02-05-2015,Signature,Food,M,128490.00
14313,Panruti,22-11-2014,Gold,Entertainment,F,50053.00
14314,Jalandhar,22-12-2014,Platinum,Food,M,110885.00
14315,Najibabad,28-08-2014,Signature,Bills,F,217573.00
14316,Chatra,21-01-2014,Platinum,Food,M,121381.00
14317,Hubli-Dharwad,20-09-2014,Signature,Entertainment,M,25161.00
14318,Buxar,15-03-2015,Silver,Fuel,F,92816.00
14319,Jhansi,10-08-2014,Platinum,Entertainment,F,142857.00
14320,Panna,19-05-2014,Gold,Bills,M,89751.00
14321,Naidupet,10-05-2014,Platinum,Entertainment,F,93227.00
14322,Repalle,05-06-2014,Gold,Bills,F,116324.00
14323,Terdal,16-11-2014,Silver,Bills,F,64570.00
14324,Loni,08-01-2015,Platinum,Food,F,221360.00
14325,Limbdi,14-01-2015,Signature,Bills,M,259459.00
14326,Tadpatri,06-08-2014,Gold,Bills,M,241272.00
14327,Mangrol,11-05-2014,Platinum,Entertainment,M,90232.00
14328,Shrirampur,15-03-2014,Platinum,Bills,M,172635.00
14329,Ladwa,16-05-2014,Signature,Fuel,M,270377.00
14330,Mangrulpir,25-01-2014,Gold,Grocery,M,285074.00
14331,Nuzvid,12-02-2014,Gold,Fuel,F,51232.00
14332,Thakurdwara,17-03-2015,Gold,Entertainment,F,173349.00
14333,Sihor,26-04-2014,Gold,Grocery,F,241588.00
14334,Hubli-Dharwad,25-05-2015,Gold,Grocery,M,20455.00
14335,Jagtial,10-02-2014,Silver,Grocery,M,135497.00
14336,Baleshwar Town,06-07-2014,Gold,Food,M,169680.00
14337,Sadulpur,20-03-2014,Platinum,Fuel,M,254054.00
14338,Sheikhpura,27-11-2014,Silver,Grocery,M,13165.00
14339,Perumbavoor,14-03-2014,Platinum,Bills,F,91163.00
14340,Dharmavaram,11-04-2014,Signature,Fuel,F,188372.00
14341,Tiptur,16-01-2015,Platinum,Fuel,F,174890.00
14342,Bikaner,16-10-2013,Signature,Grocery,M,147769.00
14343,Arambagh,26-02-2014,Platinum,Food,M,286347.00
14344,Sibsagar,19-10-2014,Silver,Grocery,M,167193.00
14345,Bhagalpur,03-07-2014,Gold,Fuel,F,244504.00
14346,Deesa,28-03-2014,Silver,Entertainment,F,209664.00
14347,Tumkur,05-04-2014,Gold,Grocery,M,155300.00
14348,Maddur,29-03-2015,Gold,Entertainment,F,55831.00
14349,Pasan,21-12-2013,Silver,Entertainment,F,47218.00
14350,Sagar,03-09-2014,Gold,Grocery,F,230776.00
14351,Raipur,24-05-2014,Silver,Grocery,F,69427.00
14352,Hoshiarpur,26-12-2013,Platinum,Fuel,F,138408.00
14353,Navsari,08-04-2014,Silver,Bills,F,133999.00
14354,Jangaon,02-01-2015,Gold,Grocery,F,291910.00
14355,Bhubaneswar,02-04-2014,Signature,Fuel,M,168650.00
14356,Sankari,02-10-2014,Signature,Food,F,289935.00
14357,Muzaffarpur,17-12-2013,Signature,Bills,F,218014.00
14358,Tilhar,21-02-2015,Platinum,Grocery,F,155934.00
14359,Bokaro Steel City,10-03-2015,Gold,Grocery,M,193537.00
14360,Sivaganga,30-03-2014,Signature,Food,F,43432.00
14361,Bharuch,19-01-2014,Gold,Bills,F,127042.00
14362,Surat,19-04-2014,Platinum,Grocery,M,268235.00
14363,Sundargarh,30-10-2014,Platinum,Grocery,M,130997.00
14364,Raver,01-03-2015,Silver,Fuel,M,200518.00
14365,Kurnool,11-02-2014,Silver,Fuel,F,171102.00
14366,Barbil,16-01-2015,Platinum,Grocery,F,240601.00
14367,Chilakaluripet,30-07-2014,Gold,Entertainment,F,164363.00
14368,Sanand,03-09-2014,Gold,Grocery,M,167274.00
14369,Sailu,25-12-2013,Gold,Bills,F,52135.00
14370,Puliyankudi,13-04-2014,Gold,Bills,M,38254.00
14371,Umbergaon,20-12-2013,Silver,Entertainment,F,147905.00
14372,Pandhurna,22-04-2014,Platinum,Bills,M,274929.00
14373,Periyakulam,03-05-2014,Platinum,Bills,M,292496.00
14374,Muddebihal,19-08-2014,Platinum,Food,M,148211.00
14375,Washim,12-11-2014,Gold,Entertainment,F,116562.00
14376,Shrigonda,09-06-2014,Silver,Bills,M,153126.00
14377,Sangli,23-12-2013,Silver,Entertainment,F,46131.00
14378,Vasai-Virar,05-02-2015,Platinum,Fuel,F,113106.00
14379,Sidlaghatta,03-11-2013,Signature,Food,F,14639.00
14380,Jorhat,07-04-2014,Silver,Grocery,F,83167.00
14381,Diphu,17-10-2013,Gold,Entertainment,F,169151.00
14382,Tilhar,02-12-2013,Platinum,Fuel,M,259848.00
14383,Dehradun,31-01-2015,Gold,Fuel,F,48156.00
14384,Kayamkulam,01-01-2015,Platinum,Food,M,120039.00
14385,Lalsot,02-03-2015,Platinum,Food,M,97767.00
14386,Gokak,28-03-2015,Signature,Bills,M,5566.00
14387,Panipat,06-06-2014,Gold,Fuel,F,145690.00
14388,Loni,14-08-2014,Signature,Food,F,121220.00
14389,Hazaribag,19-02-2015,Silver,Grocery,M,137433.00
14390,Paschim Punropara,10-05-2014,Signature,Grocery,M,197826.00
14391,Renukoot,08-01-2015,Signature,Entertainment,F,195077.00
14392,Neyveli (TS),04-09-2014,Platinum,Fuel,F,286979.00
14393,Usilampatti,18-05-2015,Platinum,Grocery,M,76856.00
14394,Sidhi,21-01-2014,Signature,Food,F,261718.00
14395,Rohtak,15-08-2014,Gold,Grocery,M,292106.00
14396,Kendrapara,06-02-2015,Platinum,Fuel,M,173484.00
14397,Panruti,01-07-2014,Signature,Food,M,130680.00
14398,Phagwara,14-12-2013,Platinum,Fuel,F,107822.00
14399,Ambikapur,25-04-2014,Gold,Fuel,F,187766.00
14400,Tilhar,10-04-2015,Platinum,Fuel,F,237621.00
14401,Shikohabad,08-04-2014,Platinum,Grocery,F,289315.00
14402,Mahalingapura,21-03-2014,Gold,Grocery,M,79643.00
14403,Saunda,13-04-2015,Silver,Fuel,M,242361.00
14404,Ratnagiri,18-05-2015,Silver,Fuel,F,199825.00
14405,Vijayapura,20-12-2014,Signature,Fuel,F,64450.00
14406,Shrigonda,06-08-2014,Silver,Grocery,F,134268.00
14407,Chennai,13-01-2015,Signature,Food,F,107874.00
14408,Farooqnagar,07-04-2014,Signature,Food,M,138942.00
14409,Kodungallur,16-09-2014,Platinum,Entertainment,F,209764.00
14410,Paravoor,31-03-2014,Silver,Fuel,M,281476.00
14411,Uchgaon,01-01-2015,Silver,Bills,M,166821.00
14412,Kayamkulam,26-11-2013,Gold,Food,F,202863.00
14413,Renukoot,17-02-2015,Silver,Fuel,F,91862.00
14414,Guntur,10-02-2015,Platinum,Bills,F,64405.00
14415,Nizamabad,11-11-2014,Gold,Entertainment,M,214963.00
14416,Parli,18-08-2014,Platinum,Food,F,248500.00
14417,Tenkasi,10-02-2014,Platinum,Food,M,130480.00
14418,Bhilwara,26-02-2014,Gold,Fuel,M,211785.00
14419,Karimnagar,19-03-2015,Silver,Fuel,F,113243.00
14420,Bodhan,11-03-2015,Gold,Food,F,188220.00
14421,Punch,01-05-2014,Gold,Entertainment,F,164255.00
14422,Shamsabad Agra,20-03-2014,Gold,Food,F,128070.00
14423,Rajula,12-09-2014,Gold,Entertainment,F,255526.00
14424,Paravoor,13-01-2014,Silver,Grocery,F,65478.00
